"Item Type","Scan Control","Teapplix SKU","Item Title",Category,"Walmart Category Id","Walmart Tax Code",Supplier,"Supplier SKU",Asin,UPC,FNSKU,Location,Xref3,"Image Small","Image Large","Default Price","MSRP Price","MAP Price","Customs Value","Customs Description","Localized Customs Description","Harmonized Tariff Code","Sales Rep","Commission Rate",Date,"Dangerous Goods Type","Country of Origin",Brand,Model,Manufacturer,"Manufacturer Part Number","Has Category",Active,Weight,"Weight Unit","Initial Qty"
0,normal,11710091313320696777,"BTEXPERT Mens Rhinestone Jeans Slim fit Straight leg Denim Pants Vintage Wash Embellished Floral Design Designer Fashion Streetwear Casual Statement ",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/M3-LTTNT-1A_88ee411d-eeba-4cf2-a461-9b7b64277f40.png?v=1777491961,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,11711068303796867742,"BTExpert 15-Pack Black Stretch Tablecloths for 6ft Folding Tables, Fitted Spandex Covers for Weddings, Parties, Events",,,,,,,,,,,,https://www.btexpert.com/cdn/shop/files/204.png?v=1746706093&width=1920,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,11808476279585759224,"NOVASTILE Mens Rhinestone Jeans Straight Fit Stretch Denim Pants Light Wash Ice Blue Studded All Over Embellished Designer Fashion Streetwear Casual ",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/M4-ICEBLUE-1A.png?v=1776378886,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,11855538668722150159,"BTEXPERT Mens Jeans, Rhinestone Embellished Slim Fit Straight Leg Stretch Denim Pants, Fashion Streetwear Jeans for Men, Comfortable Casual Daily Wear",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/M3-ICEBLUE-1A.png?v=1776378877,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,11864071520759983059,"NOVASTILE Men’s Ripped Straight Fit Jeans Rigid Distressed Light Wash Denim Pants Casual Streetwear Mid Rise Loose Relaxed Fit 5 Pocket Comfortable ",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/M1-ICEBLUE-1A.png?v=1776377584,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,1193720217197602730,"BTEXPERT Men’s Dark Wash Rigid Distressed Ripped Jeans Relaxed Straight Leg Denim Pants Rip & Repair Washed Finish Mid Rise Casual Streetwear Everyday",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/M2-SBLUE-1A.png?v=1776378873,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,12040986912020987136,"BTExpert Green High Back Velvet Tufted Upholstered Dining Chairs, Solid Wood, Nail Trim, Ring Accent - Set of 2",,,,,,,,,,,,https://www.btexpert.com/cdn/shop/products/5190_2_2.jpg?v=1639868679&width=1920,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,12098043849227926436,"BTEXPERT 100% Cotton Canvas Large Tote Bags 12oz, Reusable Shopping Bags for Grocery, DIY Projects, Advertising, Promotions, Lightweight 1 Piece ",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/NS5341-_Front._SHOPIFYjpg.jpg?v=1776207140,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,12237689852252605180,"BTEXPERT Crew Diabetic Socks for Men & Women, Non-Binding Cotton for Neuropathy, Cushioned Moisture-Wicking Loose Fit, 3 Pairs, Size 13-15",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/NS5327-3-1A.jpg?v=1776811461,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,12254968919140342493,"NOVASTILE Mens Rhinestone Jeans Straight Fit Stretch Denim Pants Light Wash Ice Blue Studded All Over Embellished Designer Fashion Streetwear Casual ",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/M4-ICEBLUE-1A.png?v=1776378886,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,12296884615322169291,"NOVASTILE Denim Jeans Loose Wide Leg Baggy Classic Minimal Clean Design Everyday Casual Comfort Basic Denim Pants M6 Black 30",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/M6-JETBLACK-1A_4444b6d8-d9f3-4f1c-bb2a-96948a82e862.png?v=1777503928,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,12297333741583568867,"NOVASTILE Denim Jeans Loose Wide Leg Baggy Classic Minimal Clean Design Everyday Casual Comfort Basic Denim Pants M6 Black 36",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/M6-JETBLACK-1A.png?v=1776378796,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,12315873994301575165,"BTEXPERT Slim fit Straight leg Stretch Denim Jeans Cargo Pockets Distressed All Over Frayed Ripped Patchwork Stacked Design Streetwear Light Wash ",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/M5-ICEBLUE-1A.png?v=1776378890,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,12369917310685089398,"BTEXPERT Distressed Denim Jeans Classic Clean Minimal Design Everyday Casual Comfort Loose Fit Straight Leg Basic Essential Pants Light Wash M6 Blue ",,,,,,,,,,,,http://www.btexpert.com/cdn/shop/files/M6-SBLUE-1A.png?v=1776378884,,,,,,,,,,,0,,,,,,1,1,,,
0,normal,12380350285272979409,"Vintage Hanging Industrial Chandelier 5 Lights Black Fan Style Cage Metal",,,,,,,,,,,,https://www.btexpert.com/cdn/shop/products/5077-2s.jpg?v=1531178469&width=1920,,,,,,,,,,,0,,,,,,1,1,,,
